Date,Distance (in AU)
 1980-Jun-18,0.002659039
 1980-Jun-19,0.002680999
 1980-Jun-20,0.002695562
 1980-Jun-21,0.002701829
 1980-Jun-22,0.00269956
 1980-Jun-23,0.002689163
 1980-Jun-24,0.002671644
 1980-Jun-25,0.00264851
 1980-Jun-26,0.002621629
 1980-Jun-27,0.002593056
 1980-Jun-28,0.002564825
 1980-Jun-29,0.002538738
 1980-Jun-30,0.002516186
 1980-Jul-01,0.002498036
 1980-Jul-02,0.002484623
 1980-Jul-03,0.002475844
 1980-Jul-04,0.002471333
 1980-Jul-05,0.002470665
 1980-Jul-06,0.002473528
 1980-Jul-07,0.002479817
 1980-Jul-08,0.002489633
 1980-Jul-09,0.00250317
 1980-Jul-10,0.002520553
 1980-Jul-11,0.002541644
 1980-Jul-12,0.002565908
 1980-Jul-13,0.002592337
 1980-Jul-14,0.002619489
 1980-Jul-15,0.002645598
 1980-Jul-16,0.002668751
 1980-Jul-17,0.002687084
 1980-Jul-18,0.002698968
 1980-Jul-19,0.002703173
 1980-Jul-20,0.002698995
 1980-Jul-21,0.002686344
 1980-Jul-22,0.002665793
 1980-Jul-23,0.002638578
 1980-Jul-24,0.002606542
 1980-Jul-25,0.002572023
 1980-Jul-26,0.00253765
 1980-Jul-27,0.002506083
 1980-Jul-28,0.002479695
 1980-Jul-29,0.00246027
 1980-Jul-30,0.002448778
 1980-Jul-31,0.002445305
 1980-Aug-01,0.002449156
 1980-Aug-02,0.002459101
 1980-Aug-03,0.002473685
 1980-Aug-04,0.002491523
 1980-Aug-05,0.00251149
 1980-Aug-06,0.002532806
 1980-Aug-07,0.002554992
 1980-Aug-08,0.002577754
 1980-Aug-09,0.002600826
 1980-Aug-10,0.002623817
 1980-Aug-11,0.002646104
 1980-Aug-12,0.002666789
 1980-Aug-13,0.002684721
 1980-Aug-14,0.00269859
 1980-Aug-15,0.002707052
 1980-Aug-16,0.002708887
 1980-Aug-17,0.002703156
 1980-Aug-18,0.002689348
 1980-Aug-19,0.002667514
 1980-Aug-20,0.002638365
 1980-Aug-21,0.002603323
 1980-Aug-22,0.002564513
 1980-Aug-23,0.002524668
 1980-Aug-24,0.00248691
 1980-Aug-25,0.002454426
 1980-Aug-26,0.002430031
 1980-Aug-27,0.002415736
 1980-Aug-28,0.002412418
 1980-Aug-29,0.002419708
 1980-Aug-30,0.002436153
 1980-Aug-31,0.002459573
 1980-Sep-01,0.002487519
 1980-Sep-02,0.002517668
 1980-Sep-03,0.002548107
 1980-Sep-04,0.002577449
 1980-Sep-05,0.002604822
 1980-Sep-06,0.002629761
 1980-Sep-07,0.002652051
 1980-Sep-08,0.002671559
 1980-Sep-09,0.00268809
 1980-Sep-10,0.002701286
 1980-Sep-11,0.002710591
 1980-Sep-12,0.002715268
 1980-Sep-13,0.00271448
 1980-Sep-14,0.002707406
 1980-Sep-15,0.002693392
 1980-Sep-16,0.002672111
 1980-Sep-17,0.002643725
 1980-Sep-18,0.002609023
 1980-Sep-19,0.002569518
 1980-Sep-20,0.002527483
 1980-Sep-21,0.002485865
 1980-Sep-22,0.002448065
 1980-Sep-23,0.002417545
 1980-Sep-24,0.002397313
 1980-Sep-25,0.002389377
 1980-Sep-26,0.002394352
 1980-Sep-27,0.00241135
 1980-Sep-28,0.002438214
 1980-Sep-29,0.002471991
 1980-Sep-30,0.002509488
 1980-Oct-01,0.002547748
 1980-Oct-02,0.002584357
 1980-Oct-03,0.002617582
 1980-Oct-04,0.002646365
 1980-Oct-05,0.002670218
 1980-Oct-06,0.002689071
 1980-Oct-07,0.002703088
 1980-Oct-08,0.002712509
 1980-Oct-09,0.002717511
 1980-Oct-10,0.002718118
 1980-Oct-11,0.002714166
 1980-Oct-12,0.002705329
 1980-Oct-13,0.002691202
 1980-Oct-14,0.002671424
 1980-Oct-15,0.002645844
 1980-Oct-16,0.00261469
 1980-Oct-17,0.00257874
 1980-Oct-18,0.002539447
 1980-Oct-19,0.002499005
 1980-Oct-20,0.002460276
 1980-Oct-21,0.002426571
 1980-Oct-22,0.002401236
 1980-Oct-23,0.002387107
 1980-Oct-24,0.002385942
 1980-Oct-25,0.00239802
 1980-Oct-26,0.002422069
 1980-Oct-27,0.002455526
 1980-Oct-28,0.00249506
 1980-Oct-29,0.002537143
 1980-Oct-30,0.002578534
 1980-Oct-31,0.002616594
 1980-Nov-01,0.002649436
 1980-Nov-02,0.00267593
 1980-Nov-03,0.002695623
 1980-Nov-04,0.002708599
 1980-Nov-05,0.002715316
 1980-Nov-06,0.002716435
 1980-Nov-07,0.002712661
 1980-Nov-08,0.002704611
 1980-Nov-09,0.002692727
 1980-Nov-10,0.002677245
 1980-Nov-11,0.002658218
 1980-Nov-12,0.002635613
 1980-Nov-13,0.002609445
 1980-Nov-14,0.002579952
 1980-Nov-15,0.002547775
 1980-Nov-16,0.002514101
 1980-Nov-17,0.002480742
 1980-Nov-18,0.002450088
 1980-Nov-19,0.002424908
 1980-Nov-20,0.002407976
 1980-Nov-21,0.00240158
 1980-Nov-22,0.002407026
 1980-Nov-23,0.002424301
 1980-Nov-24,0.002452009
 1980-Nov-25,0.002487612
 1980-Nov-26,0.002527875
 1980-Nov-27,0.002569374
 1980-Nov-28,0.002608931
 1980-Nov-29,0.002643922
 1980-Nov-30,0.002672437
 1980-Dec-01,0.002693332
 1980-Dec-02,0.002706185
 1980-Dec-03,0.002711205
 1980-Dec-04,0.002709098
 1980-Dec-05,0.002700914
 1980-Dec-06,0.002687877
 1980-Dec-07,0.002671226
 1980-Dec-08,0.002652066
 1980-Dec-09,0.002631269
 1980-Dec-10,0.002609423
 1980-Dec-11,0.002586862
 1980-Dec-12,0.002563758
 1980-Dec-13,0.002540274
 1980-Dec-14,0.002516742
 1980-Dec-15,0.002493826
 1980-Dec-16,0.002472627
 1980-Dec-17,0.002454675
 1980-Dec-18,0.002441794
 1980-Dec-19,0.002435825
 1980-Dec-20,0.002438258
 1980-Dec-21,0.002449865
 1980-Dec-22,0.002470438
 1980-Dec-23,0.002498724
 1980-Dec-24,0.002532573
 1980-Dec-25,0.00256924
 1980-Dec-26,0.002605767
 1980-Dec-27,0.002639333
 1980-Dec-28,0.002667531
 1980-Dec-29,0.00268855
 1980-Dec-30,0.002701276
 1980-Dec-31,0.002705307
 1981-Jan-01,0.002700928
 1981-Jan-02,0.002689031
 1981-Jan-03,0.002670996
 1981-Jan-04,0.002648537
 1981-Jan-05,0.002623523
 1981-Jan-06,0.002597773
 1981-Jan-07,0.002572869
 1981-Jan-08,0.002550005
 1981-Jan-09,0.002529911
 1981-Jan-10,0.002512877
 1981-Jan-11,0.002498864
 1981-Jan-12,0.002487691
 1981-Jan-13,0.002479235
 1981-Jan-14,0.002473594
 1981-Jan-15,0.002471168
 1981-Jan-16,0.002472621
 1981-Jan-17,0.002478727
 1981-Jan-18,0.002490142
 1981-Jan-19,0.002507151
 1981-Jan-20,0.002529468
 1981-Jan-21,0.002556142
 1981-Jan-22,0.002585598
 1981-Jan-23,0.00261579
 1981-Jan-24,0.002644436
 1981-Jan-25,0.002669265
 1981-Jan-26,0.002688253
 1981-Jan-27,0.002699806
 1981-Jan-28,0.002702905
 1981-Jan-29,0.002697184
 1981-Jan-30,0.002682971
 1981-Jan-31,0.002661277
 1981-Feb-01,0.002633738
 1981-Feb-02,0.002602489
 1981-Feb-03,0.002569983
 1981-Feb-04,0.002538745
 1981-Feb-05,0.00251108
 1981-Feb-06,0.002488799
 1981-Feb-07,0.002473008
 1981-Feb-08,0.002464023
 1981-Feb-09,0.002461452
 1981-Feb-10,0.002464404
 1981-Feb-11,0.002471771
 1981-Feb-12,0.002482506
 1981-Feb-13,0.002495814
 1981-Feb-14,0.002511225
 1981-Feb-15,0.002528559
 1981-Feb-16,0.002547786
 1981-Feb-17,0.002568845
 1981-Feb-18,0.002591473
 1981-Feb-19,0.002615077
 1981-Feb-20,0.002638682
 1981-Feb-21,0.002660971
 1981-Feb-22,0.002680387
 1981-Feb-23,0.002695295
 1981-Feb-24,0.00270415
 1981-Feb-25,0.002705679
 1981-Feb-26,0.002699035
 1981-Feb-27,0.002683931
 1981-Feb-28,0.002660741
 1981-Mar-01,0.002630553
 1981-Mar-02,0.002595171
 1981-Mar-03,0.002557043
 1981-Mar-04,0.002519088
 1981-Mar-05,0.002484411
 1981-Mar-06,0.00245593
 1981-Mar-07,0.002435956
 1981-Mar-08,0.002425841
 1981-Mar-09,0.00242579
 1981-Mar-10,0.002434916
 1981-Mar-11,0.002451517
 1981-Mar-12,0.002473477
 1981-Mar-13,0.002498672
 1981-Mar-14,0.002525275
 1981-Mar-15,0.002551923
 1981-Mar-16,0.002577738
 1981-Mar-17,0.002602236
 1981-Mar-18,0.002625182
 1981-Mar-19,0.002646415
 1981-Mar-20,0.002665695
 1981-Mar-21,0.002682596
 1981-Mar-22,0.002696457
 1981-Mar-23,0.002706408
 1981-Mar-24,0.002711438
 1981-Mar-25,0.002710519
 1981-Mar-26,0.002702758
 1981-Mar-27,0.002687552
 1981-Mar-28,0.002664747
 1981-Mar-29,0.002634782
 1981-Mar-30,0.002598799
 1981-Mar-31,0.00255869
 1981-Apr-01,0.002517069
 1981-Apr-02,0.002477117
 1981-Apr-03,0.00244227
 1981-Apr-04,0.002415774
 1981-Apr-05,0.002400161
 1981-Apr-06,0.002396781
 1981-Apr-07,0.002405559
 1981-Apr-08,0.002425061
 1981-Apr-09,0.002452849
 1981-Apr-10,0.002485996
 1981-Apr-11,0.002521588
 1981-Apr-12,0.002557103
 1981-Apr-13,0.002590616
 1981-Apr-14,0.002620848
 1981-Apr-15,0.002647092
 1981-Apr-16,0.002669079
 1981-Apr-17,0.002686805
 1981-Apr-18,0.002700365
 1981-Apr-19,0.002709815
 1981-Apr-20,0.002715071
 1981-Apr-21,0.002715874
 1981-Apr-22,0.0027118
 1981-Apr-23,0.002702337
 1981-Apr-24,0.002686992
 1981-Apr-25,0.002665447
 1981-Apr-26,0.002637721
 1981-Apr-27,0.002604331
 1981-Apr-28,0.002566436
 1981-Apr-29,0.002525918
 1981-Apr-30,0.002485373
 1981-May-01,0.002447961
 1981-May-02,0.002417084
 1981-May-03,0.002395903
 1981-May-04,0.002386772
 1981-May-05,0.002390748
 1981-May-06,0.002407358
 1981-May-07,0.002434706
 1981-May-08,0.002469883
 1981-May-09,0.002509526
 1981-May-10,0.002550344
 1981-May-11,0.002589508
 1981-May-12,0.00262486
 1981-May-13,0.002654971
 1981-May-14,0.002679088
 1981-May-15,0.002697006
 1981-May-16,0.002708914
 1981-May-17,0.00271523
 1981-May-18,0.002716445
 1981-May-19,0.002712999
 1981-May-20,0.002705197
 1981-May-21,0.002693173
 1981-May-22,0.002676913
 1981-May-23,0.002656338
 1981-May-24,0.002631418
 1981-May-25,0.00260234
 1981-May-26,0.002569667
 1981-May-27,0.00253449
 1981-May-28,0.002498523
 1981-May-29,0.002464097
 1981-May-30,0.002434012
 1981-May-31,0.002411219
 1981-Jun-01,0.002398359
 1981-Jun-02,0.002397242
 1981-Jun-03,0.002408433
 1981-Jun-04,0.002431074
 1981-Jun-05,0.002463032
 1981-Jun-06,0.002501294
 1981-Jun-07,0.002542484
 1981-Jun-08,0.002583336
 1981-Jun-09,0.00262105
 1981-Jun-10,0.002653494
 1981-Jun-11,0.002679268
 1981-Jun-12,0.002697682
 1981-Jun-13,0.002708659
 1981-Jun-14,0.002712602
 1981-Jun-15,0.002710251
 1981-Jun-16,0.002702521
 1981-Jun-17,0.002690364
 1981-Jun-18,0.00267464
 1981-Jun-19,0.002656042
 1981-Jun-20,0.00263506
 1981-Jun-21,0.002612013
 1981-Jun-22,0.002587137
 1981-Jun-23,0.002560716
 1981-Jun-24,0.002533244
 1981-Jun-25,0.002505574
 1981-Jun-26,0.002479009
 1981-Jun-27,0.00245531
 1981-Jun-28,0.002436564
 1981-Jun-29,0.002424911
 1981-Jun-30,0.002422168
 1981-Jul-01,0.002429424
 1981-Jul-02,0.002446735
 1981-Jul-03,0.002473022
 1981-Jul-04,0.002506199
 1981-Jul-05,0.002543499
 1981-Jul-06,0.002581871
 1981-Jul-07,0.002618373
 1981-Jul-08,0.002650464
 1981-Jul-09,0.002676198
 1981-Jul-10,0.002694316
 1981-Jul-11,0.00270425
 1981-Jul-12,0.002706079
 1981-Jul-13,0.002700438
 1981-Jul-14,0.002688395
 1981-Jul-15,0.002671304
 1981-Jul-16,0.002650647
 1981-Jul-17,0.002627876
 1981-Jul-18,0.002604271
 1981-Jul-19,0.002580839
 1981-Jul-20,0.002558275
 1981-Jul-21,0.002536996
 1981-Jul-22,0.002517242
 1981-Jul-23,0.002499227
 1981-Jul-24,0.002483293
 1981-Jul-25,0.002470035
 1981-Jul-26,0.002460338
 1981-Jul-27,0.002455306
 1981-Jul-28,0.002456083
 1981-Jul-29,0.00246359
 1981-Jul-30,0.00247825
 1981-Jul-31,0.002499778
 1981-Aug-01,0.0025271
 1981-Aug-02,0.002558436
 1981-Aug-03,0.002591497
 1981-Aug-04,0.002623771
 1981-Aug-05,0.0026528
 1981-Aug-06,0.002676426
 1981-Aug-07,0.002692975
 1981-Aug-08,0.002701372
 1981-Aug-09,0.002701197
 1981-Aug-10,0.002692692
 1981-Aug-11,0.002676716
 1981-Aug-12,0.002654669
 1981-Aug-13,0.002628359
 1981-Aug-14,0.002599837
 1981-Aug-15,0.00257119
 1981-Aug-16,0.002544325
 1981-Aug-17,0.00252077
 1981-Aug-18,0.002501542
 1981-Aug-19,0.002487099
 1981-Aug-20,0.002477415
 1981-Aug-21,0.002472141
 1981-Aug-22,0.002470808
 1981-Aug-23,0.002473026
 1981-Aug-24,0.002478606
 1981-Aug-25,0.002487585
 1981-Aug-26,0.00250015
 1981-Aug-27,0.002516474
 1981-Aug-28,0.00253653
 1981-Aug-29,0.002559927
 1981-Aug-30,0.002585811
 1981-Aug-31,0.002612866
 1981-Sep-01,0.002639408
 1981-Sep-02,0.002663543
 1981-Sep-03,0.002683363
 1981-Sep-04,0.00269714
 1981-Sep-05,0.0027035
 1981-Sep-06,0.002701564
 1981-Sep-07,0.002691051
 1981-Sep-08,0.00267234
 1981-Sep-09,0.002646488
 1981-Sep-10,0.002615195
 1981-Sep-11,0.002580707
 1981-Sep-12,0.002545638
 1981-Sep-13,0.002512724
 1981-Sep-14,0.0024845
 1981-Sep-15,0.002462984
 1981-Sep-16,0.002449408
 1981-Sep-17,0.002444093
 1981-Sep-18,0.002446504
 1981-Sep-19,0.00245547
 1981-Sep-20,0.002469498
 1981-Sep-21,0.002487089
 1981-Sep-22,0.002506977
 1981-Sep-23,0.002528249
 1981-Sep-24,0.002550342
 1981-Sep-25,0.002572936
 1981-Sep-26,0.002595808
 1981-Sep-27,0.002618659
 1981-Sep-28,0.00264099
 1981-Sep-29,0.002662028
 1981-Sep-30,0.002680722
 1981-Oct-01,0.002695814
 1981-Oct-02,0.002705956
 1981-Oct-03,0.00270986
 1981-Oct-04,0.002706458
 1981-Oct-05,0.002695061
 1981-Oct-06,0.002675503
 1981-Oct-07,0.002648253
 1981-Oct-08,0.002614491
 1981-Oct-09,0.002576133
 1981-Oct-10,0.002535762
 1981-Oct-11,0.00249646
 1981-Oct-12,0.002461508
 1981-Oct-13,0.002433974
 1981-Oct-14,0.002416241
 1981-Oct-15,0.002409616
 1981-Oct-16,0.002414126
 1981-Oct-17,0.002428582
 1981-Oct-18,0.002450904
 1981-Oct-19,0.002478576
 1981-Oct-20,0.002509093
 1981-Oct-21,0.002540305
 1981-Oct-22,0.002570589
 1981-Oct-23,0.002598889
 1981-Oct-24,0.002624629
 1981-Oct-25,0.002647567
 1981-Oct-26,0.002667617
 1981-Oct-27,0.002684688
 1981-Oct-28,0.002698558
 1981-Oct-29,0.002708805
 1981-Oct-30,0.002714795
 1981-Oct-31,0.002715741
 1981-Nov-01,0.002710805
 1981-Nov-02,0.002699236
 1981-Nov-03,0.002680539
 1981-Nov-04,0.002654634
 1981-Nov-05,0.002622019
 1981-Nov-06,0.002583896
 1981-Nov-07,0.002542235
 1981-Nov-08,0.002499754
 1981-Nov-09,0.002459754
 1981-Nov-10,0.002425794
 1981-Nov-11,0.0024012
 1981-Nov-12,0.002388493
 1981-Nov-13,0.002388897
 1981-Nov-14,0.002402089
 1981-Nov-15,0.002426302
 1981-Nov-16,0.002458734
 1981-Nov-17,0.002496113
 1981-Nov-18,0.002535238
 1981-Nov-19,0.00257337
 1981-Nov-20,0.002608445
 1981-Nov-21,0.002639124
 1981-Nov-22,0.002664716
 1981-Nov-23,0.002685041
 1981-Nov-24,0.002700254
 1981-Nov-25,0.002710664
 1981-Nov-26,0.002716577
 1981-Nov-27,0.002718173
 1981-Nov-28,0.002715442
 1981-Nov-29,0.002708174
 1981-Nov-30,0.002696013
 1981-Dec-01,0.002678562
 1981-Dec-02,0.002655536
 1981-Dec-03,0.002626936
 1981-Dec-04,0.002593229
 1981-Dec-05,0.002555508
 1981-Dec-06,0.002515591
 1981-Dec-07,0.002476032
 1981-Dec-08,0.00243997
 1981-Dec-09,0.002410806
 1981-Dec-10,0.002391698
 1981-Dec-11,0.002384978
 1981-Dec-12,0.002391637
 1981-Dec-13,0.002411082
 1981-Dec-14,0.002441251
 1981-Dec-15,0.002479041
 1981-Dec-16,0.002520885
 1981-Dec-17,0.002563304
 1981-Dec-18,0.002603307
 1981-Dec-19,0.002638622
 1981-Dec-20,0.002667764
 1981-Dec-21,0.00268999
 1981-Dec-22,0.002705187
 1981-Dec-23,0.002713715
 1981-Dec-24,0.002716233
 1981-Dec-25,0.002713529
 1981-Dec-26,0.002706368
 1981-Dec-27,0.002695368
 1981-Dec-28,0.002680935
 1981-Dec-29,0.002663255
 1981-Dec-30,0.002642344
 1981-Dec-31,0.00261817
 1982-Jan-01,0.002590811
 1982-Jan-02,0.002560641
 1982-Jan-03,0.002528502
 1982-Jan-04,0.002495825
 1982-Jan-05,0.002464656
 1982-Jan-06,0.002437542
 1982-Jan-07,0.00241724
 1982-Jan-08,0.002406288
 1982-Jan-09,0.002406489
 1982-Jan-10,0.00241849
 1982-Jan-11,0.002441564
 1982-Jan-12,0.002473705
 1982-Jan-13,0.002511984
 1982-Jan-14,0.002553029
 1982-Jan-15,0.00259351
 1982-Jan-16,0.002630508
 1982-Jan-17,0.00266175
 1982-Jan-18,0.002685718
 1982-Jan-19,0.002701647
 1982-Jan-20,0.002709463
 1982-Jan-21,0.002709673
 1982-Jan-22,0.002703222
 1982-Jan-23,0.002691326
 1982-Jan-24,0.002675306
 1982-Jan-25,0.002656428
 1982-Jan-26,0.002635762
 1982-Jan-27,0.002614104
 1982-Jan-28,0.00259195
 1982-Jan-29,0.002569557
 1982-Jan-30,0.002547061
 1982-Jan-31,0.002524649
 1982-Feb-01,0.00250274
 1982-Feb-02,0.002482121
 1982-Feb-03,0.002464011
 1982-Feb-04,0.002449995
 1982-Feb-05,0.002441823
 1982-Feb-06,0.002441095
 1982-Feb-07,0.002448898
 1982-Feb-08,0.002465489
 1982-Feb-09,0.002490134
 1982-Feb-10,0.002521144
 1982-Feb-11,0.002556101
 1982-Feb-12,0.00259219
 1982-Feb-13,0.002626559
 1982-Feb-14,0.002656631
 1982-Feb-15,0.002680327
 1982-Feb-16,0.002696206
 1982-Feb-17,0.002703528
 1982-Feb-18,0.002702252
 1982-Feb-19,0.002692986
 1982-Feb-20,0.002676895
 1982-Feb-21,0.002655569
 1982-Feb-22,0.002630856
 1982-Feb-23,0.002604664
 1982-Feb-24,0.002578767
 1982-Feb-25,0.002554619
 1982-Feb-26,0.002533232
 1982-Feb-27,0.002515136
 1982-Feb-28,0.00250045
 1982-Mar-01,0.002489023
 1982-Mar-02,0.002480635
 1982-Mar-03,0.002475187
 1982-Mar-04,0.002472827
 1982-Mar-05,0.002473978
 1982-Mar-06,0.002479252
 1982-Mar-07,0.002489266
 1982-Mar-08,0.002504408
 1982-Mar-09,0.002524626
 1982-Mar-10,0.002549277
 1982-Mar-11,0.002577113
 1982-Mar-12,0.002606366
 1982-Mar-13,0.002634935
 1982-Mar-14,0.002660619
 1982-Mar-15,0.002681346
 1982-Mar-16,0.002695376
 1982-Mar-17,0.002701459
 1982-Mar-18,0.002698947
 1982-Mar-19,0.002687851
 1982-Mar-20,0.002668868
 1982-Mar-21,0.002643341
 1982-Mar-22,0.002613177
 1982-Mar-23,0.002580697
 1982-Mar-24,0.002548423
 1982-Mar-25,0.002518805
 1982-Mar-26,0.002493934
 1982-Mar-27,0.002475286
 1982-Mar-28,0.00246357
 1982-Mar-29,0.002458726
 1982-Mar-30,0.002460065
 1982-Mar-31,0.002466528
 1982-Apr-01,0.002476968
 1982-Apr-02,0.002490391
 1982-Apr-03,0.002506088
 1982-Apr-04,0.00252366
 1982-Apr-05,0.002542925
 1982-Apr-06,0.002563773
 1982-Apr-07,0.002585991
 1982-Apr-08,0.002609121
 1982-Apr-09,0.002632376
 1982-Apr-10,0.002654636
 1982-Apr-11,0.002674511
 1982-Apr-12,0.002690474
 1982-Apr-13,0.002701011
 1982-Apr-14,0.002704797
 1982-Apr-15,0.002700849
 1982-Apr-16,0.002688674
 1982-Apr-17,0.00266838
 1982-Apr-18,0.002640753
 1982-Apr-19,0.002607285
 1982-Apr-20,0.002570139
 1982-Apr-21,0.002532026
 1982-Apr-22,0.002495969
 1982-Apr-23,0.002464974
 1982-Apr-24,0.002441623
 1982-Apr-25,0.002427686
 1982-Apr-26,0.002423853
 1982-Apr-27,0.002429683
 1982-Apr-28,0.00244379
 1982-Apr-29,0.002464192
 1982-Apr-30,0.002488728
 1982-May-01,0.002515405
 1982-May-02,0.002542626
 1982-May-03,0.002569272
 1982-May-04,0.002594661
 1982-May-05,0.002618426
 1982-May-06,0.002640358
 1982-May-07,0.002660242
 1982-May-08,0.002677738
 1982-May-09,0.002692306
 1982-May-10,0.002703197
 1982-May-11,0.002709502
 1982-May-12,0.002710249
 1982-May-13,0.002704539
 1982-May-14,0.002691696
 1982-May-15,0.002671423
 1982-May-16,0.00264395
 1982-May-17,0.002610156
 1982-May-18,0.002571644
 1982-May-19,0.002530744
 1982-May-20,0.002490408
 1982-May-21,0.002453961
 1982-May-22,0.002424709
 1982-May-23,0.00240544
 1982-May-24,0.002397931
 1982-May-25,0.002402616
 1982-May-26,0.002418533
 1982-May-27,0.002443588
 1982-May-28,0.002475008
 1982-May-29,0.002509863
 1982-May-30,0.002545483
 1982-May-31,0.002579729
 1982-Jun-01,0.002611089
 1982-Jun-02,0.002638654
 1982-Jun-03,0.002662002
 1982-Jun-04,0.002681038
 1982-Jun-05,0.002695827
 1982-Jun-06,0.002706448
 1982-Jun-07,0.002712878
 1982-Jun-08,0.002714934
 1982-Jun-09,0.002712267
 1982-Jun-10,0.002704411
 1982-Jun-11,0.002690883
 1982-Jun-12,0.002671318
 1982-Jun-13,0.002645629
 1982-Jun-14,0.002614169
 1982-Jun-15,0.00257788
 1982-Jun-16,0.002538397
 1982-Jun-17,0.002498071
 1982-Jun-18,0.002459868
 1982-Jun-19,0.002427106
 1982-Jun-20,0.002403024
 1982-Jun-21,0.002390236
 1982-Jun-22,0.002390214
 1982-Jun-23,0.002402962
 1982-Jun-24,0.002427016
 1982-Jun-25,0.002459765
 1982-Jun-26,0.002497973
 1982-Jun-27,0.002538319
 1982-Jun-28,0.002577835
 1982-Jun-29,0.002614166
 1982-Jun-30,0.002645673
 1982-Jul-01,0.002671411
 1982-Jul-02,0.002691022
 1982-Jul-03,0.002704589
 1982-Jul-04,0.002712474
 1982-Jul-05,0.002715156
 1982-Jul-06,0.002713098
 1982-Jul-07,0.002706649
 1982-Jul-08,0.002695991
 1982-Jul-09,0.002681148
 1982-Jul-10,0.002662046
 1982-Jul-11,0.002638625
 1982-Jul-12,0.002610986
 1982-Jul-13,0.00257956
 1982-Jul-14,0.002545264
 1982-Jul-15,0.002509612
 1982-Jul-16,0.002474749
 1982-Jul-17,0.002443342
 1982-Jul-18,0.002418321
 1982-Jul-19,0.002402447
 1982-Jul-20,0.00239781
 1982-Jul-21,0.00240536
 1982-Jul-22,0.00242466
 1982-Jul-23,0.002453929
 1982-Jul-24,0.002490384
 1982-Jul-25,0.002530724
 1982-Jul-26,0.00257163
 1982-Jul-27,0.00261016
 1982-Jul-28,0.002643991
 1982-Jul-29,0.002671524
 1982-Jul-30,0.002691883
 1982-Jul-31,0.002704832
 1982-Aug-01,0.002710662
 1982-Aug-02,0.002710037
 1982-Aug-03,0.00270384
 1982-Aug-04,0.002693024
 1982-Aug-05,0.002678483
 1982-Aug-06,0.00266095
 1982-Aug-07,0.002640959
 1982-Aug-08,0.002618849
 1982-Aug-09,0.002594844
 1982-Aug-10,0.002569174
 1982-Aug-11,0.002542233
 1982-Aug-12,0.002514735
 1982-Aug-13,0.002487832
 1982-Aug-14,0.00246315
 1982-Aug-15,0.0024427
 1982-Aug-16,0.002428651
 1982-Aug-17,0.002422969
 1982-Aug-18,0.002427017
 1982-Aug-19,0.002441196
 1982-Aug-20,0.002464777
 1982-Aug-21,0.00249596
 1982-Aug-22,0.002532145
 1982-Aug-23,0.002570327
 1982-Aug-24,0.00260749
 1982-Aug-25,0.00264095
 1982-Aug-26,0.002668567
 1982-Aug-27,0.002688873
 1982-Aug-28,0.002701104
 1982-Aug-29,0.002705163
 1982-Aug-30,0.002701545
 1982-Aug-31,0.002691217
 1982-Sep-01,0.002675483
 1982-Sep-02,0.00265582
 1982-Sep-03,0.002633717
 1982-Sep-04,0.002610519
 1982-Sep-05,0.002587315
 1982-Sep-06,0.002564874
 1982-Sep-07,0.002543655
 1982-Sep-08,0.002523899
 1982-Sep-09,0.002505763
 1982-Sep-10,0.002489492
 1982-Sep-11,0.002475555
 1982-Sep-12,0.002464726
 1982-Sep-13,0.002458049
 1982-Sep-14,0.002456694
 1982-Sep-15,0.002461711
 1982-Sep-16,0.00247375
 1982-Sep-17,0.002492812
 1982-Sep-18,0.002518115
 1982-Sep-19,0.002548119
 1982-Sep-20,0.002580685
 1982-Sep-21,0.00261334
 1982-Sep-22,0.002643568
 1982-Sep-23,0.002669071
 1982-Sep-24,0.002687981
 1982-Sep-25,0.002698999
 1982-Sep-26,0.002701476
 1982-Sep-27,0.002695436
 1982-Sep-28,0.00268155
 1982-Sep-29,0.002661074
 1982-Sep-30,0.002635729
 1982-Oct-01,0.002607548
 1982-Oct-02,0.002578671
 1982-Oct-03,0.002551126
 1982-Oct-04,0.002526611
 1982-Oct-05,0.00250632
 1982-Oct-06,0.00249087
 1982-Oct-07,0.002480329
 1982-Oct-08,0.00247436
 1982-Oct-09,0.00247243
 1982-Oct-10,0.002474027
 1982-Oct-11,0.002478825
 1982-Oct-12,0.002486754
 1982-Oct-13,0.002497963
 1982-Oct-14,0.002512681
 1982-Oct-15,0.002531025
 1982-Oct-16,0.002552819
 1982-Oct-17,0.002577447
 1982-Oct-18,0.002603814
 1982-Oct-19,0.002630394
 1982-Oct-20,0.002655366
 1982-Oct-21,0.002676801
 1982-Oct-22,0.00269286
 1982-Oct-23,0.002701989
 1982-Oct-24,0.002703074
 1982-Oct-25,0.002695571
 1982-Oct-26,0.002679582
 1982-Oct-27,0.002655904
 1982-Oct-28,0.002626014
 1982-Oct-29,0.002592004
 1982-Oct-30,0.002556432
 1982-Oct-31,0.002522093
 1982-Nov-01,0.002491711
 1982-Nov-02,0.0024676
 1982-Nov-03,0.002451342
 1982-Nov-04,0.002443596
 1982-Nov-05,0.002444075
 1982-Nov-06,0.002451717
 1982-Nov-07,0.002464998
 1982-Nov-08,0.002482271
 1982-Nov-09,0.00250207
 1982-Nov-10,0.00252328
 1982-Nov-11,0.002545189
 1982-Nov-12,0.002567422
 1982-Nov-13,0.002589792
 1982-Nov-14,0.002612126
 1982-Nov-15,0.002634106
 1982-Nov-16,0.002655157
