Date,Distance (in AU)
 1963-Jun-21,0.002439711
 1963-Jun-22,0.002460815
 1963-Jun-23,0.002489922
 1963-Jun-24,0.0025247
 1963-Jun-25,0.00256229
 1963-Jun-26,0.002599695
 1963-Jun-27,0.002634129
 1963-Jun-28,0.002663279
 1963-Jun-29,0.002685455
 1963-Jun-30,0.002699658
 1963-Jul-01,0.002705566
 1963-Jul-02,0.002703485
 1963-Jul-03,0.002694245
 1963-Jul-04,0.002679074
 1963-Jul-05,0.002659449
 1963-Jul-06,0.00263693
 1963-Jul-07,0.002613001
 1963-Jul-08,0.00258893
 1963-Jul-09,0.002565679
 1963-Jul-10,0.002543878
 1963-Jul-11,0.002523876
 1963-Jul-12,0.00250586
 1963-Jul-13,0.002490012
 1963-Jul-14,0.002476661
 1963-Jul-15,0.002466388
 1963-Jul-16,0.002460039
 1963-Jul-17,0.002458623
 1963-Jul-18,0.002463115
 1963-Jul-19,0.002474192
 1963-Jul-20,0.002491989
 1963-Jul-21,0.002515931
 1963-Jul-22,0.002544711
 1963-Jul-23,0.002576404
 1963-Jul-24,0.002608686
 1963-Jul-25,0.002639109
 1963-Jul-26,0.002665362
 1963-Jul-27,0.002685488
 1963-Jul-28,0.002698048
 1963-Jul-29,0.002702214
 1963-Jul-30,0.002697815
 1963-Jul-31,0.002685334
 1963-Aug-01,0.002665855
 1963-Aug-02,0.002640976
 1963-Aug-03,0.002612664
 1963-Aug-04,0.002583074
 1963-Aug-05,0.002554329
 1963-Aug-06,0.002528295
 1963-Aug-07,0.002506388
 1963-Aug-08,0.002489454
 1963-Aug-09,0.002477758
 1963-Aug-10,0.002471089
 1963-Aug-11,0.002468945
 1963-Aug-12,0.002470753
 1963-Aug-13,0.002476056
 1963-Aug-14,0.002484616
 1963-Aug-15,0.002496413
 1963-Aug-16,0.002511542
 1963-Aug-17,0.002530056
 1963-Aug-18,0.002551778
 1963-Aug-19,0.002576161
 1963-Aug-20,0.002602223
 1963-Aug-21,0.002628569
 1963-Aug-22,0.002653499
 1963-Aug-23,0.002675173
 1963-Aug-24,0.002691797
 1963-Aug-25,0.002701807
 1963-Aug-26,0.002704033
 1963-Aug-27,0.002697828
 1963-Aug-28,0.002683159
 1963-Aug-29,0.002660665
 1963-Aug-30,0.002631659
 1963-Aug-31,0.002598081
 1963-Sep-01,0.002562373
 1963-Sep-02,0.002527281
 1963-Sep-03,0.002495563
 1963-Sep-04,0.002469661
 1963-Sep-05,0.002451369
 1963-Sep-06,0.002441602
 1963-Sep-07,0.002440324
 1963-Sep-08,0.00244667
 1963-Sep-09,0.00245922
 1963-Sep-10,0.002476334
 1963-Sep-11,0.002496465
 1963-Sep-12,0.002518362
 1963-Sep-13,0.002541156
 1963-Sep-14,0.002564316
 1963-Sep-15,0.002587534
 1963-Sep-16,0.002610559
 1963-Sep-17,0.002633048
 1963-Sep-18,0.002654446
 1963-Sep-19,0.002673933
 1963-Sep-20,0.002690446
 1963-Sep-21,0.002702752
 1963-Sep-22,0.002709575
 1963-Sep-23,0.002709748
 1963-Sep-24,0.002702368
 1963-Sep-25,0.002686956
 1963-Sep-26,0.002663588
 1963-Sep-27,0.002633006
 1963-Sep-28,0.002596675
 1963-Sep-29,0.002556787
 1963-Sep-30,0.002516161
 1963-Oct-01,0.00247802
 1963-Oct-02,0.002445647
 1963-Oct-03,0.00242193
 1963-Oct-04,0.002408894
 1963-Oct-05,0.002407357
 1963-Oct-06,0.002416822
 1963-Oct-07,0.002435654
 1963-Oct-08,0.002461476
 1963-Oct-09,0.002491648
 1963-Oct-10,0.002523695
 1963-Oct-11,0.002555586
 1963-Oct-12,0.002585865
 1963-Oct-13,0.002613632
 1963-Oct-14,0.002638438
 1963-Oct-15,0.002660116
 1963-Oct-16,0.002678614
 1963-Oct-17,0.002693839
 1963-Oct-18,0.002705549
 1963-Oct-19,0.0027133
 1963-Oct-20,0.002716457
 1963-Oct-21,0.002714261
 1963-Oct-22,0.002705945
 1963-Oct-23,0.002690879
 1963-Oct-24,0.00266874
 1963-Oct-25,0.002639673
 1963-Oct-26,0.002604445
 1963-Oct-27,0.002564553
 1963-Oct-28,0.002522263
 1963-Oct-29,0.002480542
 1963-Oct-30,0.002442831
 1963-Oct-31,0.00241265
 1963-Nov-01,0.002393061
 1963-Nov-02,0.002386101
 1963-Nov-03,0.002392367
 1963-Nov-04,0.002410902
 1963-Nov-05,0.002439432
 1963-Nov-06,0.002474864
 1963-Nov-07,0.002513862
 1963-Nov-08,0.002553338
 1963-Nov-09,0.002590776
 1963-Nov-10,0.002624376
 1963-Nov-11,0.002653049
 1963-Nov-12,0.002676319
 1963-Nov-13,0.002694165
 1963-Nov-14,0.002706838
 1963-Nov-15,0.002714698
 1963-Nov-16,0.002718057
 1963-Nov-17,0.00271708
 1963-Nov-18,0.002711733
 1963-Nov-19,0.002701799
 1963-Nov-20,0.002686941
 1963-Nov-21,0.002666829
 1963-Nov-22,0.002641298
 1963-Nov-23,0.002610528
 1963-Nov-24,0.00257522
 1963-Nov-25,0.002536734
 1963-Nov-26,0.002497168
 1963-Nov-27,0.002459298
 1963-Nov-28,0.002426372
 1963-Nov-29,0.002401708
 1963-Nov-30,0.002388148
 1963-Dec-01,0.002387483
 1963-Dec-02,0.002400038
 1963-Dec-03,0.002424574
 1963-Dec-04,0.002458539
 1963-Dec-05,0.002498575
 1963-Dec-06,0.002541099
 1963-Dec-07,0.002582796
 1963-Dec-08,0.002620946
 1963-Dec-09,0.002653592
 1963-Dec-10,0.002679555
 1963-Dec-11,0.002698363
 1963-Dec-12,0.002710124
 1963-Dec-13,0.002715358
 1963-Dec-14,0.002714829
 1963-Dec-15,0.002709376
 1963-Dec-16,0.002699772
 1963-Dec-17,0.002686614
 1963-Dec-18,0.002670274
 1963-Dec-19,0.00265091
 1963-Dec-20,0.00262854
 1963-Dec-21,0.002603177
 1963-Dec-22,0.002574999
 1963-Dec-23,0.002544536
 1963-Dec-24,0.002512822
 1963-Dec-25,0.002481491
 1963-Dec-26,0.002452747
 1963-Dec-27,0.002429187
 1963-Dec-28,0.002413455
 1963-Dec-29,0.002407771
 1963-Dec-30,0.002413451
 1963-Dec-31,0.002430561
 1964-Jan-01,0.002457824
 1964-Jan-02,0.002492828
 1964-Jan-03,0.002532439
 1964-Jan-04,0.002573285
 1964-Jan-05,0.002612196
 1964-Jan-06,0.002646515
 1964-Jan-07,0.00267428
 1964-Jan-08,0.002694285
 1964-Jan-09,0.002706064
 1964-Jan-10,0.002709806
 1964-Jan-11,0.002706235
 1964-Jan-12,0.002696461
 1964-Jan-13,0.002681811
 1964-Jan-14,0.002663663
 1964-Jan-15,0.002643284
 1964-Jan-16,0.002621703
 1964-Jan-17,0.002599648
 1964-Jan-18,0.002577542
 1964-Jan-19,0.002555587
 1964-Jan-20,0.0025339
 1964-Jan-21,0.002512702
 1964-Jan-22,0.002492479
 1964-Jan-23,0.002474108
 1964-Jan-24,0.002458873
 1964-Jan-25,0.002448353
 1964-Jan-26,0.002444182
 1964-Jan-27,0.002447718
 1964-Jan-28,0.002459692
 1964-Jan-29,0.002479955
 1964-Jan-30,0.00250739
 1964-Jan-31,0.002540024
 1964-Feb-01,0.00257529
 1964-Feb-02,0.002610372
 1964-Feb-03,0.002642541
 1964-Feb-04,0.002669427
 1964-Feb-05,0.002689214
 1964-Feb-06,0.002700748
 1964-Feb-07,0.00270358
 1964-Feb-08,0.002697948
 1964-Feb-09,0.002684719
 1964-Feb-10,0.002665282
 1964-Feb-11,0.002641404
 1964-Feb-12,0.002615049
 1964-Feb-13,0.002588173
 1964-Feb-14,0.002562513
 1964-Feb-15,0.002539417
 1964-Feb-16,0.002519738
 1964-Feb-17,0.002503826
 1964-Feb-18,0.002491629
 1964-Feb-19,0.00248287
 1964-Feb-20,0.002477255
 1964-Feb-21,0.002474657
 1964-Feb-22,0.002475218
 1964-Feb-23,0.00247934
 1964-Feb-24,0.002487569
 1964-Feb-25,0.002500395
 1964-Feb-26,0.002518025
 1964-Feb-27,0.002540189
 1964-Feb-28,0.002566038
 1964-Feb-29,0.002594158
 1964-Mar-01,0.002622692
 1964-Mar-02,0.002649537
 1964-Mar-03,0.002672567
 1964-Mar-04,0.002689856
 1964-Mar-05,0.002699865
 1964-Mar-06,0.002701578
 1964-Mar-07,0.00269461
 1964-Mar-08,0.002679248
 1964-Mar-09,0.002656464
 1964-Mar-10,0.002627869
 1964-Mar-11,0.002595602
 1964-Mar-12,0.002562161
 1964-Mar-13,0.002530151
 1964-Mar-14,0.002501997
 1964-Mar-15,0.002479636
 1964-Mar-16,0.002464285
 1964-Mar-17,0.002456327
 1964-Mar-18,0.002455367
 1964-Mar-19,0.002460436
 1964-Mar-20,0.002470285
 1964-Mar-21,0.00248367
 1964-Mar-22,0.002499576
 1964-Mar-23,0.002517318
 1964-Mar-24,0.002536519
 1964-Mar-25,0.002557004
 1964-Mar-26,0.002578633
 1964-Mar-27,0.002601135
 1964-Mar-28,0.002623979
 1964-Mar-29,0.002646312
 1964-Mar-30,0.00266697
 1964-Mar-31,0.002684562
 1964-Apr-01,0.002697603
 1964-Apr-02,0.002704675
 1964-Apr-03,0.002704592
 1964-Apr-04,0.002696559
 1964-Apr-05,0.002680305
 1964-Apr-06,0.002656193
 1964-Apr-07,0.002625286
 1964-Apr-08,0.002589362
 1964-Apr-09,0.002550848
 1964-Apr-10,0.002512661
 1964-Apr-11,0.002477928
 1964-Apr-12,0.00244961
 1964-Apr-13,0.00243007
 1964-Apr-14,0.002420704
 1964-Apr-15,0.002421735
 1964-Apr-16,0.002432255
 1964-Apr-17,0.002450496
 1964-Apr-18,0.002474239
 1964-Apr-19,0.002501233
 1964-Apr-20,0.002529515
 1964-Apr-21,0.002557587
 1964-Apr-22,0.002584455
 1964-Apr-23,0.002609551
 1964-Apr-24,0.002632593
 1964-Apr-25,0.002653415
 1964-Apr-26,0.00267182
 1964-Apr-27,0.002687463
 1964-Apr-28,0.002699796
 1964-Apr-29,0.00270807
 1964-Apr-30,0.002711403
 1964-May-01,0.00270888
 1964-May-02,0.002699701
 1964-May-03,0.00268333
 1964-May-04,0.002659658
 1964-May-05,0.002629145
 1964-May-06,0.00259293
 1964-May-07,0.002552895
 1964-May-08,0.002511632
 1964-May-09,0.002472291
 1964-May-10,0.002438274
 1964-May-11,0.002412786
 1964-May-12,0.002398307
 1964-May-13,0.002396134
 1964-May-14,0.002406135
 1964-May-15,0.002426819
 1964-May-16,0.002455698
 1964-May-17,0.002489797
 1964-May-18,0.002526162
 1964-May-19,0.002562231
 1964-May-20,0.002596044
 1964-May-21,0.002626292
 1964-May-22,0.002652254
 1964-May-23,0.002673657
 1964-May-24,0.002690514
 1964-May-25,0.002702961
 1964-May-26,0.002711109
 1964-May-27,0.002714952
 1964-May-28,0.002714314
 1964-May-29,0.002708861
 1964-May-30,0.002698161
 1964-May-31,0.002681798
 1964-Jun-01,0.002659515
 1964-Jun-02,0.002631376
 1964-Jun-03,0.00259793
 1964-Jun-04,0.002560352
 1964-Jun-05,0.002520521
 1964-Jun-06,0.002481012
 1964-Jun-07,0.002444935
 1964-Jun-08,0.002415613
 1964-Jun-09,0.002396098
 1964-Jun-10,0.002388611
 1964-Jun-11,0.002394081
 1964-Jun-12,0.002411922
 1964-Jun-13,0.002440169
 1964-Jun-14,0.002475884
 1964-Jun-15,0.002515711
 1964-Jun-16,0.002556389
 1964-Jun-17,0.002595128
 1964-Jun-18,0.00262981
 1964-Jun-19,0.002659042
 1964-Jun-20,0.002682106
 1964-Jun-21,0.002698834
 1964-Jun-22,0.002709457
 1964-Jun-23,0.002714436
 1964-Jun-24,0.002714316
 1964-Jun-25,0.002709593
 1964-Jun-26,0.002700631
 1964-Jun-27,0.002687621
 1964-Jun-28,0.002670604
 1964-Jun-29,0.002649544
 1964-Jun-30,0.002624452
 1964-Jul-01,0.00259554
 1964-Jul-02,0.00256339
 1964-Jul-03,0.002529097
 1964-Jul-04,0.002494363
 1964-Jul-05,0.002461479
 1964-Jul-06,0.002433172
 1964-Jul-07,0.002412287
 1964-Jul-08,0.00240132
 1964-Jul-09,0.002401925
 1964-Jul-10,0.002414519
 1964-Jul-11,0.002438136
 1964-Jul-12,0.00247059
 1964-Jul-13,0.00250887
 1964-Jul-14,0.002549643
 1964-Jul-15,0.002589709
 1964-Jul-16,0.002626344
 1964-Jul-17,0.002657486
 1964-Jul-18,0.002681805
 1964-Jul-19,0.002698671
 1964-Jul-20,0.002708064
 1964-Jul-21,0.002710448
 1964-Jul-22,0.002706619
 1964-Jul-23,0.002697553
 1964-Jul-24,0.002684259
 1964-Jul-25,0.002667653
 1964-Jul-26,0.002648474
 1964-Jul-27,0.002627247
 1964-Jul-28,0.002604314
 1964-Jul-29,0.002579916
 1964-Jul-30,0.002554331
 1964-Jul-31,0.002528032
 1964-Aug-01,0.002501833
 1964-Aug-02,0.002476983
 1964-Aug-03,0.002455166
 1964-Aug-04,0.002438367
 1964-Aug-05,0.002428604
 1964-Aug-06,0.002427559
 1964-Aug-07,0.002436193
 1964-Aug-08,0.002454459
 1964-Aug-09,0.002481222
 1964-Aug-10,0.00251439
 1964-Aug-11,0.002551226
 1964-Aug-12,0.002588744
 1964-Aug-13,0.002624073
 1964-Aug-14,0.002654747
 1964-Aug-15,0.002678889
 1964-Aug-16,0.002695301
 1964-Aug-17,0.002703476
 1964-Aug-18,0.002703554
 1964-Aug-19,0.002696232
 1964-Aug-20,0.002682649
 1964-Aug-21,0.002664235
 1964-Aug-22,0.002642551
 1964-Aug-23,0.00261912
 1964-Aug-24,0.002595283
 1964-Aug-25,0.002572081
 1964-Aug-26,0.002550219
 1964-Aug-27,0.002530087
 1964-Aug-28,0.002511871
 1964-Aug-29,0.0024957
 1964-Aug-30,0.002481813
 1964-Aug-31,0.002470685
 1964-Sep-01,0.002463073
 1964-Sep-02,0.002459955
 1964-Sep-03,0.002462357
 1964-Sep-04,0.002471104
 1964-Sep-05,0.002486552
 1964-Sep-06,0.002508394
 1964-Sep-07,0.002535572
 1964-Sep-08,0.002566356
 1964-Sep-09,0.002598526
 1964-Sep-10,0.002629642
 1964-Sep-11,0.002657313
 1964-Sep-12,0.002679439
 1964-Sep-13,0.002694387
 1964-Sep-14,0.002701119
 1964-Sep-15,0.002699247
 1964-Sep-16,0.002689052
 1964-Sep-17,0.002671448
 1964-Sep-18,0.002647903
 1964-Sep-19,0.002620315
 1964-Sep-20,0.002590834
 1964-Sep-21,0.002561654
 1964-Sep-22,0.00253477
 1964-Sep-23,0.002511771
 1964-Sep-24,0.002493678
 1964-Sep-25,0.002480901
 1964-Sep-26,0.002473307
 1964-Sep-27,0.002470394
 1964-Sep-28,0.00247152
 1964-Sep-29,0.002476113
 1964-Sep-30,0.002483815
 1964-Oct-01,0.002494528
 1964-Oct-02,0.002508339
 1964-Oct-03,0.002525373
 1964-Oct-04,0.002545608
 1964-Oct-05,0.0025687
 1964-Oct-06,0.002593877
 1964-Oct-07,0.002619927
 1964-Oct-08,0.002645266
 1964-Oct-09,0.002668089
 1964-Oct-10,0.002686553
 1964-Oct-11,0.002698969
 1964-Oct-12,0.002703977
 1964-Oct-13,0.002700698
 1964-Oct-14,0.002688845
 1964-Oct-15,0.002668795
 1964-Oct-16,0.002641622
 1964-Oct-17,0.00260907
 1964-Oct-18,0.00257346
 1964-Oct-19,0.002537515
 1964-Oct-20,0.002504093
 1964-Oct-21,0.002475857
 1964-Oct-22,0.002454912
 1964-Oct-23,0.002442521
 1964-Oct-24,0.002438954
 1964-Oct-25,0.002443548
 1964-Oct-26,0.002454945
 1964-Oct-27,0.002471437
 1964-Oct-28,0.002491316
 1964-Oct-29,0.002513135
 1964-Oct-30,0.002535848
 1964-Oct-31,0.002558815
 1964-Nov-01,0.002581702
 1964-Nov-02,0.002604322
 1964-Nov-03,0.002626467
 1964-Nov-04,0.002647756
 1964-Nov-05,0.002667548
 1964-Nov-06,0.00268492
 1964-Nov-07,0.002698722
 1964-Nov-08,0.002707679
 1964-Nov-09,0.002710538
 1964-Nov-10,0.002706236
 1964-Nov-11,0.002694057
 1964-Nov-12,0.002673791
 1964-Nov-13,0.002645859
 1964-Nov-14,0.002611404
 1964-Nov-15,0.002572329
 1964-Nov-16,0.002531239
 1964-Nov-17,0.002491285
 1964-Nov-18,0.002455853
 1964-Nov-19,0.002428136
 1964-Nov-20,0.002410636
 1964-Nov-21,0.002404732
 1964-Nov-22,0.002410446
 1964-Nov-23,0.002426507
 1964-Nov-24,0.002450685
 1964-Nov-25,0.002480276
 1964-Nov-26,0.002512585
 1964-Nov-27,0.002545295
 1964-Nov-28,0.002576658
 1964-Nov-29,0.002605544
 1964-Nov-30,0.002631357
 1964-Dec-01,0.002653886
 1964-Dec-02,0.002673125
 1964-Dec-03,0.0026891
 1964-Dec-04,0.00270172
 1964-Dec-05,0.002710701
 1964-Dec-06,0.002715534
 1964-Dec-07,0.002715524
 1964-Dec-08,0.002709891
 1964-Dec-09,0.0026979
 1964-Dec-10,0.002679031
 1964-Dec-11,0.00265315
 1964-Dec-12,0.002620676
 1964-Dec-13,0.002582724
 1964-Dec-14,0.002541184
 1964-Dec-15,0.002498715
 1964-Dec-16,0.002458598
 1964-Dec-17,0.002424417
 1964-Dec-18,0.002399572
 1964-Dec-19,0.002386691
 1964-Dec-20,0.002387106
 1964-Dec-21,0.002400569
 1964-Dec-22,0.002425335
 1964-Dec-23,0.00245856
 1964-Dec-24,0.00249688
 1964-Dec-25,0.002536969
 1964-Dec-26,0.002575961
 1964-Dec-27,0.002611676
 1964-Dec-28,0.002642685
 1964-Dec-29,0.002668248
 1964-Dec-30,0.002688176
 1964-Dec-31,0.002702658
 1965-Jan-01,0.002712079
 1965-Jan-02,0.00271685
 1965-Jan-03,0.002717278
 1965-Jan-04,0.002713484
 1965-Jan-05,0.002705377
 1965-Jan-06,0.002692691
 1965-Jan-07,0.002675086
 1965-Jan-08,0.002652289
 1965-Jan-09,0.002624268
 1965-Jan-10,0.002591418
 1965-Jan-11,0.002554724
 1965-Jan-12,0.002515879
 1965-Jan-13,0.0024773
 1965-Jan-14,0.002442005
 1965-Jan-15,0.002413306
 1965-Jan-16,0.002394332
 1965-Jan-17,0.002387447
 1965-Jan-18,0.002393735
 1965-Jan-19,0.002412729
 1965-Jan-20,0.002442488
 1965-Jan-21,0.002479993
 1965-Jan-22,0.002521709
 1965-Jan-23,0.002564135
 1965-Jan-24,0.002604218
 1965-Jan-25,0.002639601
 1965-Jan-26,0.002668711
 1965-Jan-27,0.002690727
 1965-Jan-28,0.002705483
 1965-Jan-29,0.002713321
 1965-Jan-30,0.002714921
 1965-Jan-31,0.002711135
 1965-Feb-01,0.002702822
 1965-Feb-02,0.002690726
 1965-Feb-03,0.002675389
 1965-Feb-04,0.002657122
 1965-Feb-05,0.002636046
 1965-Feb-06,0.002612195
 1965-Feb-07,0.00258566
 1965-Feb-08,0.002556777
 1965-Feb-09,0.002526292
 1965-Feb-10,0.00249549
 1965-Feb-11,0.002466239
 1965-Feb-12,0.002440885
 1965-Feb-13,0.002421999
 1965-Feb-14,0.002411974
 1965-Feb-15,0.002412551
 1965-Feb-16,0.002424396
 1965-Feb-17,0.002446892
 1965-Feb-18,0.002478188
 1965-Feb-19,0.002515515
 1965-Feb-20,0.002555634
 1965-Feb-21,0.002595292
 1965-Feb-22,0.002631593
 1965-Feb-23,0.002662242
 1965-Feb-24,0.002685662
 1965-Feb-25,0.002701018
 1965-Feb-26,0.002708171
 1965-Feb-27,0.002707576
 1965-Feb-28,0.002700159
 1965-Mar-01,0.002687155
 1965-Mar-02,0.002669951
 1965-Mar-03,0.002649913
 1965-Mar-04,0.002628246
 1965-Mar-05,0.00260589
 1965-Mar-06,0.002583479
 1965-Mar-07,0.002561373
 1965-Mar-08,0.002539761
 1965-Mar-09,0.002518822
 1965-Mar-10,0.002498892
 1965-Mar-11,0.002480614
 1965-Mar-12,0.002465008
 1965-Mar-13,0.002453425
 1965-Mar-14,0.002447382
 1965-Mar-15,0.002448277
 1965-Mar-16,0.002457064
 1965-Mar-17,0.002473961
 1965-Mar-18,0.00249829
 1965-Mar-19,0.00252849
 1965-Mar-20,0.00256231
 1965-Mar-21,0.0025971
 1965-Mar-22,0.002630144
 1965-Mar-23,0.002658953
 1965-Mar-24,0.002681488
 1965-Mar-25,0.002696305
 1965-Mar-26,0.002702633
 1965-Mar-27,0.002700385
 1965-Mar-28,0.002690123
 1965-Mar-29,0.002672983
 1965-Mar-30,0.002650555
 1965-Mar-31,0.002624723
 1965-Apr-01,0.002597474
 1965-Apr-02,0.00257069
 1965-Apr-03,0.002545958
 1965-Apr-04,0.002524417
 1965-Apr-05,0.002506702
 1965-Apr-06,0.00249298
 1965-Apr-07,0.00248309
 1965-Apr-08,0.002476731
 1965-Apr-09,0.002473661
 1965-Apr-10,0.002473838
 1965-Apr-11,0.002477471
 1965-Apr-12,0.002484955
 1965-Apr-13,0.002496723
 1965-Apr-14,0.002513034
 1965-Apr-15,0.002533775
 1965-Apr-16,0.002558324
 1965-Apr-17,0.002585513
 1965-Apr-18,0.002613701
 1965-Apr-19,0.00264093
 1965-Apr-20,0.002665135
 1965-Apr-21,0.00268435
 1965-Apr-22,0.002696913
 1965-Apr-23,0.002701616
 1965-Apr-24,0.002697823
 1965-Apr-25,0.002685541
 1965-Apr-26,0.002665453
 1965-Apr-27,0.002638893
 1965-Apr-28,0.002607773
 1965-Apr-29,0.002574442
 1965-Apr-30,0.002541473
 1965-May-01,0.002511392
 1965-May-02,0.002486375
 1965-May-03,0.002467974
 1965-May-04,0.002456949
 1965-May-05,0.002453242
 1965-May-06,0.002456122
 1965-May-07,0.002464437
 1965-May-08,0.002476914
 1965-May-09,0.00249241
 1965-May-10,0.002510065
 1965-May-11,0.002529335
 1965-May-12,0.00254992
 1965-May-13,0.002571627
 1965-May-14,0.002594202
 1965-May-15,0.002617193
 1965-May-16,0.002639858
 1965-May-17,0.002661154
 1965-May-18,0.00267979
 1965-May-19,0.002694336
 1965-May-20,0.002703374
 1965-May-21,0.002705655
 1965-May-22,0.002700259
 1965-May-23,0.002686739
 1965-May-24,0.002665232
 1965-May-25,0.002636549
 1965-May-26,0.002602206
 1965-May-27,0.002564393
 1965-May-28,0.002525851
 1965-May-29,0.002489642
 1965-May-30,0.002458804
 1965-May-31,0.00243594
 1965-Jun-01,0.002422817
 1965-Jun-02,0.002420093
 1965-Jun-03,0.002427263
 1965-Jun-04,0.002442856
 1965-Jun-05,0.002464798
 1965-Jun-06,0.002490834
 1965-Jun-07,0.002518888
 1965-Jun-08,0.002547289
 1965-Jun-09,0.00257486
 1965-Jun-10,0.002600873
 1965-Jun-11,0.002624933
 1965-Jun-12,0.002646819
 1965-Jun-13,0.002666325
 1965-Jun-14,0.002683139
 1965-Jun-15,0.002696765
 1965-Jun-16,0.002706511
 1965-Jun-17,0.002711532
 1965-Jun-18,0.002710923
 1965-Jun-19,0.002703849
 1965-Jun-20,0.002689694
 1965-Jun-21,0.002668216
 1965-Jun-22,0.002639698
 1965-Jun-23,0.002605067
 1965-Jun-24,0.002565974
 1965-Jun-25,0.002524793
 1965-Jun-26,0.002484512
 1965-Jun-27,0.002448479
 1965-Jun-28,0.002419995
 1965-Jun-29,0.002401807
 1965-Jun-30,0.002395612
 1965-Jul-01,0.002401737
 1965-Jul-02,0.002419107
 1965-Jul-03,0.002445518
 1965-Jul-04,0.00247812
 1965-Jul-05,0.00251393
 1965-Jul-06,0.002550253
 1965-Jul-07,0.002584941
 1965-Jul-08,0.002616486
 1965-Jul-09,0.002643987
 1965-Jul-10,0.002667035
 1965-Jul-11,0.00268555
 1965-Jul-12,0.002699621
 1965-Jul-13,0.002709355
 1965-Jul-14,0.002714764
 1965-Jul-15,0.002715708
 1965-Jul-16,0.002711881
 1965-Jul-17,0.002702868
 1965-Jul-18,0.002688235
 1965-Jul-19,0.002667665
 1965-Jul-20,0.002641122
 1965-Jul-21,0.002609005
 1965-Jul-22,0.002572305
 1965-Jul-23,0.002532702
 1965-Jul-24,0.002492585
 1965-Jul-25,0.002454941
 1965-Jul-26,0.002423084
 1965-Jul-27,0.002400212
 1965-Jul-28,0.002388855
 1965-Jul-29,0.002390366
 1965-Jul-30,0.002404615
 1965-Jul-31,0.002430012
 1965-Aug-01,0.002463853
 1965-Aug-02,0.002502847
 1965-Aug-03,0.002543657
 1965-Aug-04,0.00258332
 1965-Aug-05,0.002619506
 1965-Aug-06,0.002650605
 1965-Aug-07,0.002675707
 1965-Aug-08,0.00269449
 1965-Aug-09,0.002707076
 1965-Aug-10,0.002713869
 1965-Aug-11,0.002715394
 1965-Aug-12,0.002712166
 1965-Aug-13,0.002704584
 1965-Aug-14,0.002692883
 1965-Aug-15,0.002677136
 1965-Aug-16,0.002657312
 1965-Aug-17,0.002633385
 1965-Aug-18,0.002605486
 1965-Aug-19,0.002574065
 1965-Aug-20,0.002540051
 1965-Aug-21,0.002504963
 1965-Aug-22,0.002470936
 1965-Aug-23,0.002440614
 1965-Aug-24,0.002416876
 1965-Aug-25,0.002402412
 1965-Aug-26,0.002399214
 1965-Aug-27,0.002408127
 1965-Aug-28,0.002428612
 1965-Aug-29,0.002458814
 1965-Aug-30,0.002495898
 1965-Aug-31,0.002536546
 1965-Sep-01,0.002577442
 1965-Sep-02,0.00261566
 1965-Sep-03,0.002648899
 1965-Sep-04,0.002675588
 1965-Sep-05,0.002694882
 1965-Sep-06,0.002706588
 1965-Sep-07,0.002711044
 1965-Sep-08,0.002708977
 1965-Sep-09,0.002701343
 1965-Sep-10,0.002689178
 1965-Sep-11,0.00267346
 1965-Sep-12,0.002655005
 1965-Sep-13,0.002634412
 1965-Sep-14,0.002612072
 1965-Sep-15,0.002588228
 1965-Sep-16,0.002563106
 1965-Sep-17,0.002537067
 1965-Sep-18,0.002510769
 1965-Sep-19,0.002485288
 1965-Sep-20,0.002462163
 1965-Sep-21,0.002443308
 1965-Sep-22,0.002430791
 1965-Sep-23,0.002426489
 1965-Sep-24,0.00243169
 1965-Sep-25,0.002446745
 1965-Sep-26,0.002470906
 1965-Sep-27,0.002502374
 1965-Sep-28,0.002538569
 1965-Sep-29,0.002576509
 1965-Sep-30,0.0026132
 1965-Oct-01,0.002645968
 1965-Oct-02,0.00267268
 1965-Oct-03,0.002691873
 1965-Oct-04,0.002702791
 1965-Oct-05,0.00270536
 1965-Oct-06,0.002700119
 1965-Oct-07,0.002688103
 1965-Oct-08,0.002670708
 1965-Oct-09,0.002649528
 1965-Oct-10,0.002626179
 1965-Oct-11,0.002602134
 1965-Oct-12,0.002578584
 1965-Oct-13,0.002556367
 1965-Oct-14,0.002535957
 1965-Oct-15,0.002517549
 1965-Oct-16,0.002501208
 1965-Oct-17,0.002487035
 1965-Oct-18,0.002475336
 1965-Oct-19,0.002466709
 1965-Oct-20,0.002462035
 1965-Oct-21,0.002462348
 1965-Oct-22,0.00246861
 1965-Oct-23,0.002481431
 1965-Oct-24,0.002500828
 1965-Oct-25,0.002526077
 1965-Oct-26,0.002555717
 1965-Oct-27,0.002587694
 1965-Oct-28,0.002619604
 1965-Oct-29,0.002648974
 1965-Oct-30,0.002673521
 1965-Oct-31,0.002691371
 1965-Nov-01,0.002701204
 1965-Nov-02,0.002702348
 1965-Nov-03,0.002694818
 1965-Nov-04,0.0026793
 1965-Nov-05,0.002657094
 1965-Nov-06,0.002630011
 1965-Nov-07,0.00260021
 1965-Nov-08,0.002569989
 1965-Nov-09,0.002541545
 1965-Nov-10,0.002516725
 1965-Nov-11,0.002496825
 1965-Nov-12,0.002482489
 1965-Nov-13,0.002473725
 1965-Nov-14,0.002470056
 1965-Nov-15,0.002470749
 1965-Nov-16,0.002475061
 1965-Nov-17,0.002482436
 1965-Nov-18,0.002492604
